,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,지번주소,도로명주소,도로명우편번호,사업장명,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y)
290966,1,영업/정상,1,영업,서울특별시 강남구 논현동 111-22 ,서울특별시 강남구 선릉로 717 지상1층 (논현동),6059,닭장수후라이드 강남구청점,U,2020.12.26 2:40,호프/통닭,203510.3822,446273.7914
282158,1,영업/정상,1,영업,서울특별시 강남구 대치동 933-13 ,서울특별시 강남구 도곡로77길 13 지상1층 (대치동),6208,닭장수후라이드 대치점,I,2021.7.22 0:22,경양식,205078.3484,444105.1644
287122,1,영업/정상,1,영업,서울특별시 강남구 신사동 513-2 1층 ,서울특별시 강남구 강남대로152길 14 (신사동1층),6035,닭한마리 감자탕,U,2021.3.17 2:40,한식,201758.1893,446103.3607
287131,1,영업/정상,1,영업,서울특별시 강남구 삼성동 118-21번지 ,서울특별시 강남구 봉은사로78길 12 지상1층 102호 (삼성동),6154,담(DAM),I,2018.8.31 23:59,한식,204597.0354,445527.8599
289944,1,영업/정상,1,영업,서울특별시 강남구 논현동 249-13번지 ,서울특별시 강남구 학동로42길 52 1층 (논현동),6101,담담,I,2018.8.31 23:59,한식,203148.855,445544.2761
284388,1,영업/정상,1,영업,서울특별시 강남구 삼성동 37-12번지 ,서울특별시 강남구 선릉로112길 18 (삼성동),6097,담미온,U,2020.5.1 2:40,한식,203913.4556,445459.1597
284787,1,영업/정상,1,영업,서울특별시 강남구 대치동 995-24 ,서울특별시 강남구 영동대로86길 11 (대치동),6174,담미온,U,2021.1.16 2:40,분식,205680.0811,445100.2269
284950,1,영업/정상,1,영업,서울특별시 강남구 역삼동 828-22 남곡빌딩지상1층 ,서울특별시 강남구 논현로85길 59 (역삼동남곡빌딩지상1층),6239,담미온,U,2021.9.10 2:40,중국식,202873.3926,443934.9395
286420,1,영업/정상,1,영업,서울특별시 강남구 청담동 7-17번지 지상1층 ,서울특별시 강남구 삼성로 771 (청담동지상1층),6063,담미온,I,2018.8.31 23:59,한식,204129.7996,446787.7267
287885,1,영업/정상,1,영업,서울특별시 강남구 신사동 569-30번지 ,서울특별시 강남구 압구정로28길 42 1층 (신사동),6031,담미온,U,2020.4.19 2:40,한식,202357.1337,446840.4981
288560,1,영업/정상,1,영업,서울특별시 강남구 삼성동 156-13 지상1층 ,서울특별시 강남구 삼성로100길 8 (삼성동지상1층),6167,담미온,U,2021.7.15 2:40,한식,204886.1514,445251.2962
283876,1,영업/정상,1,영업,서울특별시 강남구 논현동 81 동호빌딩 ,서울특별시 강남구 논현로 712 동호빌딩 1층 (논현동),6052,담미온 학동점,U,2021.8.25 2:40,한식,202602.2848,445940.4318
287816,1,영업/정상,1,영업,서울특별시 강남구 역삼동 644-19번지 ,서울특별시 강남구 강남대로94길 95 (역삼동),6131,담뿍 화로된장,I,2018.8.31 23:59,중국식,203020.9587,444327.9823
286258,1,영업/정상,1,영업,서울특별시 강남구 대치동 891-50번지 세왕빌딩 ,서울특별시 강남구 테헤란로78길 14-15 세왕빌딩 지상1층 (대치동),6194,담뿍화로된장 대치점,I,2018.8.31 23:59,한식,204738.9822,444740.9991
290929,1,영업/정상,1,영업,서울특별시 강남구 역삼동 664-31번지 ,서울특별시 강남구 언주로99길 9 지상1층 (역삼동),6137,담뿍화로된장 언주로점,I,2019.10.4 2:22,한식,203478.4503,444829.7145
281264,1,영업/정상,1,영업,서울특별시 강남구 역삼동 738-13 ,서울특별시 강남구 논현로85길 5-9 지상1층 (역삼동),6237,담뿍화로된장찌개 역삼2호점,I,2021.4.8 0:22,한식,203224.6452,444050.6973
284561,1,영업/정상,1,영업,서울특별시 강남구 대치동 956-4번지 드림빌딩지상1층 ,서울특별시 강남구 삼성로86길 26 (대치동드림빌딩지상1층),6184,담소 소사골 순대?육개장 삼성1호점,U,2019.4.10 2:40,일식,205209.1553,444874.6714
290830,1,영업/정상,1,영업,서울특별시 강남구 역삼동 747-24번지 해은빌딩 ,서울특별시 강남구 논현로 405 해은빌딩 지상1층 (역삼동),6247,담소 소사골 순대.육개장 역삼4호점,I,2019.12.7 0:23,한식,203352.6741,443782.0664
285943,1,영업/정상,1,영업,서울특별시 강남구 역삼동 644-17번지 지상1층 ,서울특별시 강남구 강남대로94길 91 (역삼동지상1층),6131,담소 소사골순대?육개장 역삼2호점,U,2020.5.20 2:40,한식,202989.9823,444312.7848
285200,1,영업/정상,1,영업,서울특별시 강남구 논현동 37-2번지 지하1층 ,서울특별시 강남구 논현로131길 14 (논현동지하1층),6046,담소락,U,2018.11.29 2:40,분식,202501.5344,445802.7426
470477,1,영업/정상,1,영업,서울특별시 강남구 역삼동 635-2 과학기술회관,서울특별시 강남구 테헤란로7길 22 과학기술회관 2관 지하2층 206호 (역삼동),6130,담소반 더키친,U,2021.12.8 23:06,한식,202638.0958,444305.9549
290274,1,영업/정상,1,영업,서울특별시 강남구 신사동 510-11번지 ,서울특별시 강남구 압구정로2길 46 1층 14호 (신사동 강남상가),6034,담소사골순대 신사1호점,I,2018.8.31 23:59,기타,201757.4941,446282.4545
284112,1,영업/정상,1,영업,서울특별시 강남구 역삼동 809-6번지 ,서울특별시 강남구 봉은사로2길 16 (역삼동),6123,담소소사골순대 신논현역점,U,2019.2.22 2:40,한식,202197.6697,444601.6301
291094,1,영업/정상,1,영업,서울특별시 강남구 역삼동 700-11번지 그랜드빌딩 ,서울특별시 강남구 언주로98길 8 그랜드빌딩 지상1층 102호 (역삼동),6147,담소소사골순대 육개장 역삼3호(상록회관)점,I,2019.9.29 2:22,한식,203675.4565,444741.4122
285981,1,영업/정상,1,영업,서울특별시 강남구 논현동 118번지 ,서울특별시 강남구 선릉로131길 25 지상1층 (논현동),6060,담소소사골순대국(강남구청역점),I,2018.8.31 23:59,경양식,203372.3969,446102.0214
468262,1,영업/정상,1,영업,서울특별시 강남구 역삼동 769-1 삼환 아르누보,서울특별시 강남구 역삼로 204 삼환 아르누보 지하1층 B07B08B09B10호중 105호 (역삼동),6227,담음,I,2021.12.4 22:06,분식,203453.0744,443736.6858
282978,1,영업/정상,1,영업,서울특별시 강남구 도곡동 955-7번지 ,서울특별시 강남구 남부순환로359길 13 지상1층 101호 (도곡동),6267,답다(DAPDA),I,2020.4.12 0:23,한식,203151.0893,442631.6354
285786,1,영업/정상,1,영업,서울특별시 강남구 논현동 80-1 지하1층 ,서울특별시 강남구 논현로 722 지하1층 (논현동),6051,당근,U,2021.12.25 2:40,경양식,202565.347,446048.3916
287066,1,영업/정상,1,영업,서울특별시 강남구 삼성동 153-19번지 ,서울특별시 강남구 테헤란로83길 42 지하1층 (삼성동),6166,당나라,I,2018.8.31 23:59,중국식,204957.5312,445324.3724
280354,1,영업/정상,1,영업,서울특별시 강남구 개포동 12번지 ,서울특별시 강남구 개포로109길 5 지하1층 (개포동),6335,당당분식,I,2018.8.31 23:59,분식,206581.7871,443555.9912
290216,1,영업/정상,1,영업,서울특별시 강남구 대치동 943-13번지 지상1층 ,서울특별시 강남구 테헤란로86길 14 (대치동지상1층),6179,당산오돌 대치점,U,2019.7.12 2:40,한식,205155.6888,444914.7318
421147,1,영업/정상,1,영업,서울특별시 강남구 자곡동 653,서울특별시 강남구 자곡로 186 빌리브 파비오 더까사 지상1층 117호 (자곡동),6373,당신은지금치킨이땡긴다 자곡점,U,2021.12.9 0:09,호프/통닭,209088.9671,441319.1731
290867,1,영업/정상,1,영업,서울특별시 강남구 신사동 521-5번지 ,서울특별시 강남구 강남대로162길 22 1층 101호 (신사동),6028,당옥,I,2019.9.1 2:22,일식,201738.0036,446430.7554
286170,1,영업/정상,1,영업,서울특별시 강남구 개포동 1230-5번지 지상1층 ,서울특별시 강남구 개포로20길 26 (개포동지상1층),6307,대가,I,2018.8.31 23:59,한식,204178.7498,441667.6977
288199,1,영업/정상,1,영업,서울특별시 강남구 역삼동 810-13 ,서울특별시 강남구 봉은사로4길 22 지상1층 (역삼동),6123,대가,U,2021.4.14 2:40,한식,202263.0411,444574.4764
472004,1,영업/정상,1,영업,서울특별시 강남구 논현동 240-11,서울특별시 강남구 학동로50길 6 지하1층 (논현동),6099,대가,U,2021.12.6 0:08,한식,203448.7682,446003.4591
287111,1,영업/정상,1,영업,서울특별시 강남구 신사동 549-8 지상1층 ,서울특별시 강남구 논현로175길 64 (신사동지상1층),6029,대가방,U,2021.1.28 2:40,중국식,202030.973,446893.2113
285800,1,영업/정상,1,영업,서울특별시 강남구 논현동 99-7번지 지상1층 ,서울특별시 강남구 선릉로145길 13 (논현동지상1층),6056,대가방 본점,I,2018.8.31 23:59,중국식,203336.5853,446550.9413
286690,1,영업/정상,1,영업,서울특별시 강남구 논현동 248-1번지 지상123층 ,서울특별시 강남구 언주로130길 8 (논현동지상123층),6098,대가연,U,2019.6.9 2:40,한식,203124.1921,445832.0973
284382,1,영업/정상,1,영업,서울특별시 강남구 삼성동 142-27번지 ,서울특별시 강남구 선릉로92길 42 (삼성동),6160,대가참맛,I,2018.8.31 23:59,한식,204543.3081,444882.5091
468509,1,영업/정상,1,영업,서울특별시 강남구 신사동 615-1 지상1층 111호,서울특별시 강남구 압구정로 216 (신사동지상1층 111호),6023,대감왕족발,U,2021.12.5 21:00,한식,202672.3791,447313.3622
283993,1,영업/정상,1,영업,서울특별시 강남구 개포동 13-3번지 대청타워 ,서울특별시 강남구 개포로 623 대청타워 지하1층 131132호 (개포동),6336,대관령  한우국밥,U,2020.4.15 2:40,한식,206970.9193,443574.4116
280312,1,영업/정상,1,영업,서울특별시 강남구 대치동 961-1번지 ,서울특별시 강남구 역삼로 506 1층 (대치동),6186,대구막창생고기,U,2019.3.7 2:40,한식,205180.2282,444546.7339
464142,1,영업/정상,1,영업,서울특별시 강남구 역삼동 828-23 1층,서울특별시 강남구 논현로85길 57 1층 (역삼동),6239,대구뽈지리탕,U,2021.12.6 23:03,한식,202887.9728,443947.253
291123,1,영업/정상,1,영업,서울특별시 강남구 역삼동 751-17번지 ,서울특별시 강남구 역삼로 137 지상1층 (역삼동),6244,대낚식당,I,2019.5.25 2:20,한식,202978.9463,443595.9848
290689,1,영업/정상,1,영업,서울특별시 강남구 율현동 294-3 ,서울특별시 강남구 밤고개로 252 지상2층 202호 (율현동),6377,대담식당,U,2020.7.9 2:40,한식,209395,441082
279999,1,영업/정상,1,영업,서울특별시 강남구 대치동 991-10 ,서울특별시 강남구 삼성로58길 39 지상1층 106호 (대치동),6282,대도 사시미,I,2021.1.10 0:23,일식,205613.8607,444139.5462
281805,1,영업/정상,1,영업,서울특별시 강남구 대치동 901-23 ,서울특별시 강남구 삼성로81길 43 지상2층 13호 (대치동),6196,대도 숯불갈비덮밥 대치점,U,2021.12.26 2:40,한식,204729.8538,444596.8721
279984,1,영업/정상,1,영업,서울특별시 강남구 논현동 215-15 ,서울특별시 강남구 논현로124길 5 지상2층 20호 (논현동),6105,대도숯불갈비덮밥,U,2021.12.25 2:40,한식,202766.247,445582.0189
286584,1,영업/정상,1,영업,서울특별시 강남구 삼성동 150-7 3층 ,서울특별시 강남구 삼성로 556 (삼성동3층),6165,대도식당,U,2021.7.24 2:40,한식,204762.24,445460.99
286840,1,영업/정상,1,영업,서울특별시 강남구 삼성동 127-3번지 ,서울특별시 강남구 삼성로 545 123층 (삼성동),6156,대도식당,I,2018.8.31 23:59,한식,204742.7782,445329.5348
280901,1,영업/정상,1,영업,서울특별시 강남구 역삼동 828-22 ,서울특별시 강남구 논현로85길 59 (역삼동),6239,대독장 (강남점),U,2022.1.27 2:40,한식,202873.3926,443934.9395
280318,1,영업/정상,1,영업,서울특별시 강남구 대치동 947번지 ,서울특별시 강남구 영동대로85길 9 지상2층 (대치동),6182,대독장 삼성역점,U,2019.10.30 2:40,한식,205492.595,444987.99
288761,1,영업/정상,1,영업,서울특별시 강남구 역삼동 670-21 지상2층 ,서울특별시 강남구 논현로94길 19 (역삼동지상2층),6140,대독장(역삼역점),U,2021.4.14 2:40,경양식,203272.8001,444507.0985
282547,1,영업/정상,1,영업,서울특별시 강남구 삼성동 143-37 현대타워 ,서울특별시 강남구 테헤란로 423 지하1층 105호 (삼성동 현대타워),6159,대동어지도,I,2021.11.13 0:22,일식,204615.3648,444884.3946
288247,1,영업/정상,1,영업,서울특별시 강남구 논현동 163-2번지 1층 ,서울특별시 강남구 강남대로124길 12 1층 (논현동),6114,대동집 서울논현점,U,2020.2.9 2:40,분식,202018.9604,445181.7548
288702,1,영업/정상,1,영업,서울특별시 강남구 역삼동 619-29 ,서울특별시 강남구 봉은사로18길 88 지하1층 (역삼동),6129,대동집(강남역점),U,2022.3.16 2:40,경양식,202373.595,444312.5985
476303,1,영업/정상,1,영업,서울특별시 강남구 역삼동 635-2 과학기술회관,서울특별시 강남구 테헤란로7길 22 과학기술회관 지하2층 201호 (역삼동),6130,대동천,I,2021.12.5 22:02,중국식,202638.0958,444305.9549
283447,1,영업/정상,1,영업,서울특별시 강남구 역삼동 833번지 ,서울특별시 강남구 역삼로 118 지상2층 (역삼동),6251,대려도,I,2018.8.31 23:59,중국식,202763.1976,443461.0859
284415,1,영업/정상,1,영업,서울특별시 강남구 일원동 645-2번지 ,서울특별시 강남구 일원로9길 52 (일원동),6342,대림각,I,2018.8.31 23:59,중국식,207522.2286,443145.5147
286011,1,영업/정상,1,영업,서울특별시 강남구 청담동 46-20번지 ,서울특별시 강남구 학동로 431 (청담동),6068,대림옥,I,2018.8.31 23:59,한식,204186.0578,446288.698
287498,1,영업/정상,1,영업,서울특별시 강남구 신사동 648-19번지 ,서울특별시 강남구 압구정로46길 75 1층 (신사동),6020,대막,U,2019.1.4 2:40,경양식,203175.4149,446844.3587
287491,1,영업/정상,1,영업,서울특별시 강남구 역삼동 705-23번지 ,서울특별시 강남구 선릉로93길 5 지상2층 (역삼동 대명빌딩),6150,대명참치,I,2018.8.31 23:59,통닭(치킨),204177.8173,444784.6029
280643,1,영업/정상,1,영업,서울특별시 강남구 일원동 719 ,서울특별시 강남구 일원로14길 25 지하1층 (일원동),6356,대모산 칼국수,U,2021.2.17 2:40,한식,207082.8529,442411.5001
285198,1,영업/정상,1,영업,서울특별시 강남구 역삼동 734-2번지 ,서울특별시 강남구 논현로74길 5 지하1층 (역삼동),6224,대박 일본식 돈까스,I,2018.8.31 23:59,일식,203424.2809,443824.5849
474406,1,영업/정상,1,영업,서울특별시 강남구 역삼동 702-13 성지하이츠1,서울특별시 강남구 테헤란로 313 성지하이츠1 지하1층 5-1호 (역삼동),6151,대박만족족발,U,2021.12.8 22:04,한식,203931.0981,444622.8493
289515,1,영업/정상,1,영업,서울특별시 강남구 신사동 569-18번지 지상1층 ,서울특별시 강남구 논현로161길 16 (신사동지상1층),6031,대박삼겹살,I,2018.8.31 23:59,한식,202304.1505,446821.2779
280934,1,영업/정상,1,영업,서울특별시 강남구 삼성동 125-28번지 지상1층 ,서울특별시 강남구 삼성로103길 11 (삼성동지상1층),6156,대박생고기전문,U,2019.8.7 2:40,한식,204666.8323,445325.8782
290786,1,영업/정상,1,영업,서울특별시 강남구 역삼동 677-2번지 ,서울특별시 강남구 언주로93길 29 지상1층 (역삼동),6142,대박식당,I,2019.10.17 0:22,한식,203443.2796,444547.9319
284113,1,영업/정상,1,영업,서울특별시 강남구 삼성동 1-4번지 ,서울특별시 강남구 선릉로 670 (삼성동),6088,대범천,I,2018.8.31 23:59,중국식,203625.8504,446055.114
480472,1,영업/정상,1,영업,서울특별시 강남구 역삼동 706-20 한화 진넥스빌,서울특별시 강남구 언주로86길 11 지상1층 107108109110호 (역삼동 한화 진넥스빌),6210,대봉김밥,U,2021.12.4 23:03,기타,203842.3399,444416.7982
287775,1,영업/정상,1,영업,서울특별시 강남구 신사동 516-18 ,서울특별시 강남구 압구정로2길 57 지하1지상1층 (신사동),6035,대봉집,U,2021.12.7 2:40,한식,201826.2497,446228.5469
291153,1,영업/정상,1,영업,서울특별시 강남구 역삼동 825-20번지 강남역 센트럴 푸르지오 시티 ,서울특별시 강남구 테헤란로4길 6 강남역 센트럴 푸르지오 시티 지하2층 B209호 (역삼동),6232,대사시미,I,2019.6.16 2:21,일식,202520.9722,443946.8329
284138,1,영업/정상,1,영업,서울특별시 강남구 논현동 106-17번지 인현빌딩 1층 ,서울특별시 강남구 학동로41길 23 (논현동 인현빌딩 1층),6058,대삼식당,I,2018.8.31 23:59,한식,203126.995,446143.378
287274,1,영업/정상,1,영업,서울특별시 강남구 논현동 101-13 우림빌딩 1층 ,서울특별시 강남구 선릉로145길 3 1층 (논현동 우림빌딩),6056,대삼식당,U,2021.1.21 2:40,한식,203403.0797,446575.9042
286757,1,영업/정상,1,영업,서울특별시 강남구 도곡동 953-1번지 SK허브프리모 지하1층 116호 ,서울특별시 강남구 강남대로 240 (도곡동SK허브프리모 지하1층 116호),6267,대성,I,2018.8.31 23:59,한식,202973.006,442568.8789
279899,1,영업/정상,1,영업,서울특별시 강남구 역삼동 719-24 역삼역센트럴푸르지오,서울특별시 강남구 언주로85길 32 역삼역센트럴푸르지오 지하1층 B103C-CA04호 (역삼동),6221,대성SD (대성에스디),U,2021.12.5 22:02,한식,203519.2709,444294.8425
288878,1,영업/정상,1,영업,서울특별시 강남구 역삼동 792-36번지 ,서울특별시 강남구 논현로71길 35 지상1층 (역삼동),6249,대아 부대찌개,I,2018.8.31 23:59,한식,203173.4732,443553.854
284671,1,영업/정상,1,영업,서울특별시 강남구 역삼동 839-4번지 ,서울특별시 강남구 강남대로62길 30 (역삼동),6254,대영식당,I,2018.8.31 23:59,한식,202940.3345,443174.1945
288993,1,영업/정상,1,영업,서울특별시 강남구 자곡동 651-0 강남유탑유블레스 108호,서울특별시 강남구 자곡로 180 1층 108호 (자곡동 강남유탑유블레스),6373,대왕 참숯갈비,U,2021.7.1 2:40,한식,209044.6526,441272.314
285262,1,영업/정상,1,영업,서울특별시 강남구 대치동 923-22번지 ,서울특별시 강남구 선릉로64길 15 지하1층 (대치동),6205,대왕부대찌개,U,2018.11.24 2:37,경양식,204655.8713,443993.6109
289721,1,영업/정상,1,영업,서울특별시 강남구 일원동 666-3,서울특별시 강남구 일원로9길 28 (일원동),6343,대왕숯불갈비,U,2021.12.7 0:01,한식,207351.13,443081.825
283311,1,영업/정상,1,영업,서울특별시 강남구 역삼동 699-20번지 ,서울특별시 강남구 언주로98길 19 (역삼동),6147,대왕통닭,U,2019.7.10 2:40,한식,203773.3473,444752.6078
286030,1,영업/정상,1,영업,서울특별시 강남구 역삼동 641-18번지 지상1층 ,서울특별시 강남구 테헤란로25길 34 (역삼동지상1층),6131,대우식당,I,2018.8.31 23:59,분식,203047.5585,444505.265
291446,1,영업/정상,1,영업,서울특별시 강남구 신사동 590-19,서울특별시 강남구 논현로152길 7 지상1층 (신사동),6025,대운목장,U,2021.12.8 23:08,한식,202474.1565,446539.573
287033,1,영업/정상,1,영업,서울특별시 강남구 역삼동 830-54번지 ,서울특별시 강남구 역삼로5길 6 지상1층 101호 (역삼동),6243,대운식당,I,2018.8.31 23:59,한식,202800.7685,443568.7667
281366,1,영업/정상,1,영업,서울특별시 강남구 대치동 900-24 대치동 빌딩 ,서울특별시 강남구 선릉로82길 28 대치동 빌딩 지하1층 (대치동),6197,대운식품,I,2020.10.17 0:23,한식,204560.6665,444527.3762
286117,1,영업/정상,1,영업,서울특별시 강남구 삼성동 142-19 지상1층,서울특별시 강남구 선릉로100길 56 (삼성동지상1층),6160,대원정,U,2021.12.5 23:00,경양식,204518.4468,444942.6462
290442,1,영업/정상,1,영업,서울특별시 강남구 삼성동 143-8번지 승광빌딩 ,서울특별시 강남구 테헤란로77길 17 승광빌딩 1층 2호 (삼성동),6159,대원정,I,2020.1.19 0:23,한식,204718.3272,445034.1848
283098,1,영업/정상,1,영업,서울특별시 강남구 청담동 132-0번지 ,서울특별시 강남구 영동대로 722 (청담동),6075,대인 식당,U,2019.9.29 2:40,경양식,204916.4405,446686.9826
287319,1,영업/정상,1,영업,서울특별시 강남구 역삼동 633-10번지 지상1층 ,서울특별시 강남구 테헤란로13길 39 (역삼동지상1층),6130,대인가,I,2018.8.31 23:59,한식,202705.1734,444432.0768
289117,1,영업/정상,1,영업,서울특별시 강남구 대치동 912-24번지 (지하1층) ,서울특별시 강남구 삼성로 347 (대치동(지하1층)),6202,대일,I,2018.8.31 23:59,경양식,205107.9646,444482.1724
286911,1,영업/정상,1,영업,서울특별시 강남구 역삼동 700-10 ,서울특별시 강남구 언주로98길 8-2 지상1층 (역삼동),6147,대작,U,2021.1.6 2:40,분식,203677.017,444733.0012
287109,1,영업/정상,1,영업,서울특별시 강남구 개포동 1186-2번지 지상1층 ,서울특별시 강남구 논현로8길 32 (개포동지상1층),6314,대장금,I,2018.8.31 23:59,한식,204461.8753,441361.7839
470572,1,영업/정상,1,영업,서울특별시 강남구 역삼동 822-7 목화밀라트,서울특별시 강남구 테헤란로 113 목화밀라트 지하1층 B101호 (역삼동),6134,대진도원참치 강남역점,I,2021.12.6 22:04,일식,202541.9363,444085.4072
280357,1,영업/정상,1,영업,서울특별시 강남구 대치동 897-23번지 ,서울특별시 강남구 선릉로86길 16-3 지하1층 (대치동),6198,대찬횟집,I,2018.8.31 23:59,일식,204467.4651,444554.5667
280302,1,영업/정상,1,영업,서울특별시 강남구 역삼동 825-20 강남역 센트럴 푸르지오 시티 ,서울특별시 강남구 테헤란로4길 6 강남역 센트럴 푸르지오 시티 지하2층 B208호 (역삼동),6232,대참치& 대사시미 본점,U,2020.9.12 2:40,일식,202520.9722,443946.8329
286805,1,영업/정상,1,영업,서울특별시 강남구 대치동 626-0번지 청실상가 지하29호 ,서울특별시 강남구 남부순환로 2917 (대치동청실상가 지하29호),6280,대청,I,2018.8.31 23:59,한식,205154.6381,443439.9816
282444,1,영업/정상,1,영업,서울특별시 강남구 개포동 13-3번지 대청타워지하1층125126127호 ,서울특별시 강남구 개포로 623 (개포동대청타워지하1층125126127호),6336,대청 만찬,I,2018.8.31 23:59,한식,206970.9193,443574.4116
285118,1,영업/정상,1,영업,서울특별시 강남구 개포동 13-3번지 미씨860오피스텔1층122호 ,서울특별시 강남구 개포로 623 (개포동미씨860오피스텔1층122호),6336,대청가든,I,2018.8.31 23:59,한식,206970.9193,443574.4116
289573,1,영업/정상,1,영업,서울특별시 강남구 개포동 14-1번지 대청프라자 121호122호122-1호 ,서울특별시 강남구 개포로109길 34 지하1층 121122122-1호 (개포동 대청프라자),6336,대청감자탕,I,2018.8.31 23:59,한식,206794.1448,443559.6179
280844,1,영업/정상,1,영업,서울특별시 강남구 논현동 240-12번지 ,서울특별시 강남구 선릉로129길 20 지하1층 (논현동),6099,대청마루,I,2018.8.31 23:59,한식,203453.3356,445989.9047
468545,1,영업/정상,1,영업,서울특별시 강남구 개포동 13-3 대청타워,서울특별시 강남구 개포로 623 대청타워 지하1층 105호 (개포동),6336,대청마루 김치촌,I,2021.12.6 23:06,한식,206970.9193,443574.4116
280885,1,영업/정상,1,영업,서울특별시 강남구 일원동 666-2번지 지상1층 ,서울특별시 강남구 일원로9길 26 (일원동지상1층),6343,대청뼈다귀감자탕,I,2018.8.31 23:59,한식,207334.27,443075.55
280176,1,영업/정상,1,영업,서울특별시 강남구 개포동 13-3번지 대청타워 ,서울특별시 강남구 개포로 623 대청타워 지하1층 B122호 (개포동),6336,대청집,U,2019.3.8 2:40,한식,206970.9193,443574.4116
288517,1,영업/정상,1,영업,서울특별시 강남구 개포동 13-3번지 (B-115) ,서울특별시 강남구 개포로 623 (개포동(B-115)),6336,대청집,I,2018.8.31 23:59,분식,206970.9193,443574.4116
285647,1,영업/정상,1,영업,서울특별시 강남구 대치동 629-0번지 동하빌딩 지하1층 ,서울특별시 강남구 남부순환로 2913 (대치동동하빌딩 지하1층),6280,대치 사월에보리밥,U,2020.2.28 2:40,한식,205113.4997,443408.2168
285261,1,영업/정상,1,영업,서울특별시 강남구 대치동 943-24번지 지하1층 ,서울특별시 강남구 테헤란로88길 10 지하1층 B110호 (대치동 신안메트로칸),6179,대치골,I,2018.8.31 23:59,한식,205185.5697,444964.4387
287988,1,영업/정상,1,영업,서울특별시 강남구 대치동 623번지 남서울상가 2층 ,서울특별시 강남구 남부순환로 2921 지상2층 (대치동 남서울상가),6280,대치골정육점식당. 풍천민물장어,U,2019.1.20 2:40,한식,205209.7471,443490.8173
280958,1,영업/정상,1,영업,서울특별시 강남구 대치동 922-17번지 ,서울특별시 강남구 선릉로64길 11-5 지상1층 (대치동),6205,대치골한우곱창,I,2018.8.31 23:59,한식,204605.0529,444012.4198
289390,1,영업/정상,1,영업,서울특별시 강남구 대치동 907-8 ,서울특별시 강남구 역삼로 413 지상1층 (대치동),6198,대치동 껍데기,U,2020.7.2 2:40,한식,204542.8071,444339.1791
284891,1,영업/정상,1,영업,서울특별시 강남구 대치동 977-16번지 ,서울특별시 강남구 삼성로64길 51 지하1층 (대치동),6190,대치동 당구클럽,I,2018.8.31 23:59,한식,205631.1796,444325.758
285085,1,영업/정상,1,영업,서울특별시 강남구 대치동 506-0번지 선경상가 1층동 102호,서울특별시 강남구 삼성로 151 1층동 102호 (대치동선경상가),6291,대치동 독도골뱅이,I,2018.8.31 23:59,한식,205463.235,443326.7471
291340,1,영업/정상,1,영업,서울특별시 강남구 대치동 923-18번지 ,서울특별시 강남구 선릉로64길 15-6 지상1층 (대치동),6205,대치동 숯불갈비,I,2019.2.28 2:21,한식,204666.0871,444028.0852
291155,1,영업/정상,1,영업,서울특별시 강남구 대치동 906-7 자승빌딩 ,서울특별시 강남구 선릉로76길 30 지상1층 (대치동),6197,대치동 예술김밥치킨,U,2021.8.1 2:40,한식,204621.5927,444412.726
281048,1,영업/정상,1,영업,서울특별시 강남구 대치동 901-31 ,서울특별시 강남구 삼성로75길 40 지상2층 203호 (대치동),6196,대치동 제빵소,U,2021.3.24 2:40,기타,204786.0959,444509.8036
285817,1,영업/정상,1,영업,서울특별시 강남구 대치동 928-6번지 ,서울특별시 강남구 도곡로77길 35 지상1층 101호 (대치동),6204,대치동1타피자,U,2020.6.10 2:40,경양식,205019.8309,444252.6018
284648,1,영업/정상,1,영업,서울특별시 강남구 대치동 990 ,서울특별시 강남구 도곡로 516 (대치동),6282,대치동꽈배기,U,2020.10.14 2:40,기타,205509.9665,444112.267
287600,1,영업/정상,1,영업,서울특별시 강남구 대치동 316번지 은마상가 지상1층 A-184 ,서울특별시 강남구 삼성로 212 지상1층 (대치동 은마상가 A-184),6284,대치동영지,I,2018.8.31 23:59,한식,205707.0894,443914.1941
289950,1,영업/정상,1,영업,서울특별시 강남구 대치동 896-1번지 옥원빌딩1층 ,서울특별시 강남구 테헤란로64길 25 지상1층 (대치동 옥원빌딩),6197,대치동집,U,2018.9.4 23:59,한식,204507.489,444568.353
289630,1,영업/정상,1,영업,서울특별시 강남구 대치동 981-0번지 ,서울특별시 강남구 역삼로92길 17 (대치동),6187,대치마루,I,2018.8.31 23:59,한식,205561.9278,444515.5738
285603,1,영업/정상,1,영업,서울특별시 강남구 대치동 1022-1 지상1층 ,서울특별시 강남구 도곡로 440 (대치동지상1층),6279,대치점 싸다김밥,U,2021.1.8 2:40,한식,205115.0896,443964.6219
284231,1,영업/정상,1,영업,서울특별시 강남구 대치동 911-8번지 지하1층 ,서울특별시 강남구 역삼로 450 (대치동지하1층),6201,대치정육식당,U,2019.12.20 2:40,분식,204920.1471,444442.8485
290311,1,영업/정상,1,영업,서울특별시 강남구 대치동 1021-12번지 지하1층 ,서울특별시 강남구 도곡로 456 지하1층 (대치동),6279,대치티피씨 카페,I,2018.8.31 23:59,분식,205265.0059,444011.3593
